author;district;street;house_number;underground;floor;floors_count;rooms_count;total_meters;price_per_month;materials
ID 99045313;Василеостровский;Кораблестроителей;30;Приморская;7;14;1;55.0;50000;кирпичный
ID 77388602;Московский;Новоизмайловский проспект;24К2;Парк Победы;4;5;1;31.0;45000;кирпичный
ID 98005337;Красносельский;Чекистов;38;Ленинский проспект;9;10;2;46.0;45000;кирпичный
ID 12865058;Кировский;Двинская;4К3;Нарвская;3;5;2;45.0;50000;кирпичный
ID 85455520;Выборгский;проспект Тореза;82;Удельная;4;5;3;55.0;45000;кирпичный
ID 115940173;Московский;Новоизмайловский проспект;36К1;Московская;3;5;1;31.0;44000;кирпичный
Capital Mars;Выборгский;Светлановский проспект;14к1;Политехническая;9;12;1;33.0;47000;кирпичный
Адвекс;Кировский;Лени Голикова;15К1;Проспект Ветеранов;16;18;2;49.6;45000;кирпичный
Адвекс;Московский;Варшавская;23к3;Парк Победы;13;14;1;45.0;47000;кирпичный
МЕЙСОН;Выборгский;Федора Абрамова;4;Парнас;3;27;2;56.0;45000;кирпичный
ID 71213226;Московский;Витебский проспект;85к3;Купчино;2;16;2;60.0;45000;кирпичный
ID 20217994;Кировский;Зины Портновой;9;Ленинский проспект;5;5;2;42.0;46000;кирпичный
Capital Mars;Калининский;Верности;10К4;Академическая;5;9;2;42.0;45000;кирпичный
Итака;Выборгский;Заречная;45к2;Парнас;16;24;3;80.0;45000;кирпичный
Capital Mars;Приморский;Ланское шоссе;13;Черная речка;2;5;2;40.0;47000;кирпичный
Capital Mars;Московский;Витебский проспект;81К1;Купчино;5;9;2;46.0;48000;кирпичный
ID 47503313;Московский;Новоизмайловский проспект;4;Электросила;8;9;1;30.0;47000;кирпичный
Татьяна Сафина;Кировский;проспект Стачек;94;Автово;6;6;3;66.0;50000;кирпичный
ID 11093452;Красносельский;Котина;5;Автово;8;13;2;75.0;45000;кирпичный
ID 106566301;Московский;Варшавская;6к1;Электросила;14;18;1;30.0;50000;кирпичный
Capital Mars;Выборгский;Кооперативная;5к1;Парнас;1;4;2;66.0;48000;кирпичный
Capital Mars;Красногвардейский;Ленская;19к1;Проспект Большевиков;15;17;2;70.0;50000;кирпичный
ID 94890321;Приморский;Ланское шоссе;14к1;Черная речка;3;25;1;33.9;50000;кирпичный
Виталий Максимов;Невский;Рыбацкий проспект;18к2;Рыбацкое;8;26;1;32.0;50000;кирпичный
ID 92736817;Приморский;Чистяковская;1;Проспект Просвещения;3;3;1;45.0;45000;кирпичный
ID 85609952;Выборгский;Северный проспект;6К1;Озерки;11;12;2;56.9;45000;кирпичный
ID 125826432;Московский;Варшавская;6к1;Электросила;10;18;1;41.9;49000;кирпичный
Алик Наматулин;Невский;Бадаева;7к2;Проспект Большевиков;14;14;1;48.0;50000;кирпичный
Ольга Криворучко;Московский;Заставская;46к1;Московские ворота;12;20;1;43.0;48000;кирпичный
Адвекс;Московский;проезд Дизельный;11к1;Звездная;16;17;2;60.7;49900;кирпичный
ID 12904745;Приморский;Сердобольская;13;Черная речка;5;5;2;44.0;50000;кирпичный
ID 113302592;Приморский;Ильюшина;15К2;Комендантский проспект;5;16;1;42.8;50000;кирпичный
ID 45049219;Курортный;Приморское шоссе;352;Беговая;4;20;1;49.0;50000;кирпичный
Capital Mars;Выборгский;Тихорецкий проспект;10К2;Политехническая;2;5;2;48.0;50000;кирпичный
ID 18542103;Московский;Заставская;46к1;Московские ворота;3;18;1;28.0;50000;кирпичный
Итака;Московский;Московский проспект;78;Фрунзенская;4;4;2;57.0;50000;кирпичный
New Estate;Выборгский;Боткинская;15К2;Площадь Ленина;7;10;2;54.0;50000;кирпичный
Этажи Санкт-Петербург;Фрунзенский;Стрельбищенская;28;Бухарестская;3;5;2;40.0;50000;кирпичный
ID 100185170;Красногвардейский;Громова;12;Новочеркасская;2;7;2;54.0;50000;кирпичный
ID 74804980;Адмиралтейский;бульвар Измайловский;11;Московские ворота;4;19;1;33.0;55000;кирпичный
ID 124432679;Московский;Варшавская;58;Парк Победы;2;5;2;41.0;55000;кирпичный
Дмитрий Фролов;Адмиралтейский;8-я Красноармейская;21Б;Балтийская;2;3;1;35.0;55000;кирпичный
ID 13022562;Приморский;Яхтенная;3к2;Беговая;8;26;1;45.0;50000;кирпичный
ID 105764654;Кронштадтский;Красная;8к1;;5;6;2;45.0;50000;кирпичный
ID 13103355;Выборгский;Ярославский проспект;27;Удельная;5;8;1;52.5;50000;кирпичный
ID 123358635;Выборгский;Федора Абрамова;20К1;Парнас;15;28;2;53.8;55000;кирпичный
ID 54117687;Московский;Витебский проспект;19К2;Парк Победы;8;9;1;32.8;50000;кирпичный
ID 19733738;Московский;1-й Предпортовый проезд;15;Ленинский проспект;9;19;1;33.0;50000;кирпичный
Яна Хорошевская;Кронштадтский;Флотская;23;;1;3;2;51.4;50000;кирпичный
Итака;Красногвардейский;Малоохтинский проспект;36;Новочеркасская;4;5;2;51.5;50000;кирпичный
Capital Mars;Невский;проспект Солидарности;10К3;Проспект Большевиков;15;16;3;71.0;48000;кирпичный
Адвекс;Калининский;Замшина;25К4;Лесная;7;14;3;57.0;48000;кирпичный
Невский простор;Василеостровский;Морская набережная;15;Приморская;6;11;2;58.0;50000;кирпичный
Русский Фонд Недвижимости;Кронштадтский;Красная;8к1;;2;5;2;46.0;50000;кирпичный
ID 813373;Выборгский;Институтский проспект;6;Площадь Мужества;8;12;2;45.0;53000;кирпичный
ID 841966;Красногвардейский;Малоохтинский проспект;36;Новочеркасская;4;5;2;52.0;50000;кирпичный
ID 99446111;Выборгский;Боткинская;15к1;Площадь Ленина;4;8;1;50.9;50000;кирпичный
ID 96309393;Кировский;проспект Маршала Жукова;36к1;Ленинский проспект;2;9;2;65.5;50000;кирпичный
Capital Mars;Василеостровский;Морская набережная;17К2;Приморская;5;16;2;57.0;57000;кирпичный
